run,ndata,hidden_size,nlayers,dropout,embedding_size,train_loss,dev_loss,test_loss,train_acc,dev_acc,test_acc,base_train_loss,base_dev_loss,base_test_loss,base_train_acc,base_dev_acc,base_test_acc
16,84,326,2,0.49,768,4.4723,4.9956,4.9975,0.1548,0.0871,0.0859,0.0808,5.5345,5.5003,1.0000,0.3827,0.3824
17,106,247,2,0.44,768,4.5024,4.9224,4.9228,0.1415,0.0871,0.0859,0.1416,4.7376,4.7112,0.9906,0.4096,0.4124
18,134,179,2,0.05,768,4.4543,4.8790,4.8771,0.1418,0.0871,0.0859,0.0192,4.9864,4.9319,1.0000,0.4411,0.4434
19,170,137,2,0.02,768,4.5188,4.7848,4.7849,0.1235,0.0871,0.0859,0.0341,3.5763,3.5732,1.0000,0.4684,0.4771
20,215,786,2,0.23,768,4.4632,4.7362,4.7369,0.1302,0.0788,0.0795,0.0015,3.7617,3.7951,1.0000,0.5334,0.5399
21,271,410,1,0.31,768,4.4510,4.6909,4.6923,0.1218,0.0871,0.0859,0.0230,2.6002,2.6280,1.0000,0.5563,0.5599
22,343,388,1,0.37,768,4.4696,4.6608,4.6669,0.1254,0.0871,0.0859,0.0358,2.3502,2.3989,1.0000,0.5928,0.5919
23,433,38,2,0.25,768,4.4121,4.6623,4.6696,0.1316,0.0871,0.0859,0.6306,2.6174,2.6613,0.9376,0.5226,0.5259
24,548,467,1,0.41000000000000003,768,4.3892,4.6403,4.6492,0.1296,0.0871,0.0859,0.0415,2.1747,2.2289,1.0000,0.6240,0.6215
25,692,176,0,0.09,768,4.4028,4.6129,4.6255,0.1272,0.0871,0.0859,0.0846,2.1539,2.1883,1.0000,0.6327,0.6289
26,875,57,2,0.02,768,4.4205,4.5923,4.6057,0.1223,0.0871,0.0859,0.0552,2.2351,2.2880,1.0000,0.6475,0.6458
27,1106,968,2,0.15,768,4.4684,4.5463,4.5648,0.1103,0.0871,0.0859,0.0029,2.3342,2.4877,1.0000,0.7068,0.7035
28,1398,268,0,0.01,768,4.4545,4.5212,4.5432,0.1173,0.1325,0.1333,0.0617,1.6810,1.7254,1.0000,0.7123,0.7072
29,1767,270,0,0.3,768,4.4411,4.5226,4.5464,0.1160,0.1325,0.1333,0.0658,1.5043,1.5623,1.0000,0.7441,0.7429
30,2234,596,2,0.24,768,4.4170,4.5303,4.5576,0.1164,0.1325,0.1333,0.3307,1.5202,1.6488,0.9490,0.7462,0.7431
31,2823,694,0,0.49,768,4.4176,4.5238,4.5528,0.1162,0.1325,0.1333,0.1109,1.2624,1.3350,0.9982,0.7864,0.7827
32,3568,837,0,0.48,768,4.4223,4.5204,4.5465,0.1174,0.1325,0.1333,0.1167,1.1806,1.2397,0.9975,0.8000,0.7954
33,4510,487,2,0.4,768,4.4171,4.5164,4.5441,0.1211,0.1325,0.1333,0.1660,1.0416,1.0772,0.9752,0.8186,0.8133
34,5701,418,0,0.11,768,4.4095,4.5255,4.5558,0.1161,0.1325,0.1333,0.1008,1.0574,1.1193,0.9989,0.8207,0.8154
35,7206,407,0,0.05,768,4.3972,4.5355,4.5675,0.1153,0.0871,0.0859,0.1412,1.0340,1.1004,0.9968,0.8268,0.8212
36,9108,657,0,0.0,768,4.4016,4.5345,4.5669,0.1177,0.1325,0.1333,0.1683,0.9738,1.0434,0.9940,0.8395,0.8314
37,11513,442,1,0.22,768,4.4035,4.5351,4.5687,0.1195,0.1325,0.1333,0.1808,0.8252,0.8534,0.9764,0.8550,0.8502
38,14552,398,1,0.37,768,4.3894,4.5339,4.5700,0.1192,0.1325,0.1333,0.1620,0.7524,0.7883,0.9760,0.8622,0.8571
39,18393,369,2,0.04,768,4.3986,4.5308,4.5635,0.1189,0.1325,0.1333,0.2043,0.8224,0.8335,0.9646,0.8551,0.8495
40,23249,75,2,0.43,768,4.3936,4.5189,4.5551,0.1238,0.1325,0.1333,0.3264,0.8399,0.8643,0.9448,0.8573,0.8543
41,29386,179,1,0.18,768,4.3826,4.5240,4.5640,0.1228,0.1325,0.1333,0.1876,0.6500,0.6828,0.9670,0.8785,0.8743
42,37143,442,0,0.09,768,4.4086,4.5086,4.5270,0.1234,0.1325,0.1333,0.2573,0.6579,0.6476,0.9621,0.8777,0.8803
43,46947,111,0,0.14,768,4.4489,4.4949,4.5047,0.1267,0.1325,0.1333,0.2448,0.5987,0.5848,0.9615,0.8880,0.8908
44,59340,242,0,0.37,768,4.4787,4.4925,4.4998,0.1266,0.1325,0.1333,0.2898,0.5744,0.5645,0.9490,0.8907,0.8944
45,75005,107,0,0.35000000000000003,768,4.4953,4.4954,4.4981,0.1297,0.1325,0.1333,0.2687,0.5462,0.5391,0.9506,0.8956,0.8983
46,94804,150,0,0.11,768,4.4842,4.4942,4.4978,0.1305,0.1325,0.1333,0.2862,0.5218,0.5187,0.9493,0.9019,0.9015
47,119830,38,2,0.41000000000000003,768,4.4817,4.4899,4.4962,0.1295,0.1325,0.1333,0.9256,1.0447,1.0189,0.8272,0.8180,0.8167
48,151463,248,2,0.23,768,4.4829,4.4829,4.4924,0.1259,0.1325,0.1333,0.2065,0.4125,0.4058,0.9575,0.9193,0.9178
49,191445,670,1,0.29,768,4.4810,4.4815,4.4941,0.1229,0.1325,0.1333,0.1259,0.3696,0.3833,0.9765,0.9269,0.9235
